Lp.;Wybór;Nazwa jaskini;Kod;Dł.;Den.;Gł.;Przew.;Zaznacz wszystkieOdznacz wszystkie Exportuj zaznaczone 
1674;;SZCZELINA PRZY KAMIENNEJ SZKÓŁCE;K.Bs-02.260;1.60;0.00;0.00;0.00;Szczegóły
1675;;SZCZELINA PRZY SZLAKU;K.Bn-02.03;5.00;3.50;3.50;0.00;Szczegóły
1676;;SZCZELINA PRZY ULICY ZDROJOWEJ;K.Pst-01.01 N;3.00;2.00;0.00;0.00;Szczegóły
1677;;SZCZELINA PRZY ULICY ZDROJOWEJ II;K.Pst-01.02 N;2.00;0.00;0.00;0.00;Szczegóły
1678;;SZCZELINA PRZY VIII;K.Bs-03. 15;3.00;2.50;2.50;0.00;Szczegóły GPS
1679;;SZCZELINA RZECZNA W SZCZYRKU;K.Bs-03.127;11.00;0.00;0.00;0.00;Szczegóły GPS
1680;;SZCZELINA SKALNA;K.Bw-02.24;7.00;2.00;2.00;0.00;Szczegóły GPS
1681;;SZCZELINA SREBRNA;K.Bs-03.184 X;2.00;0.00;0.00;0.00;Szczegóły
1682;;SZCZELINA W BAŃCE;K.Bsz-02.25;10.00;0.00;0.00;0.00;Szczegóły
1683;;SZCZELINA W BLOKU;K.Bm-02.18;3.00;0.00;0.00;0.00;Szczegóły GPS
1684;;SZCZELINA W BORSUCZEJ ŚCIANIE;K.Bw-02.36;2.00;0.00;0.00;0.00;Szczegóły GPS
1685;;SZCZELINA W BROSKACH;K.Bż-05.66;2.00;1.00;1.00;0.00;Szczegóły
1686;;SZCZELINA W BUKOWINACH;K.Bs-03.110;4.00;2.30;2.30;0.00;Szczegóły
1687;;SZCZELINA W CIEŃKOWIE;K.Bs-02.87;9.00;0.00;0.00;0.00;Szczegóły
1688;;SZCZELINA W DIABLIM KAMIENIU;K.Bn-06.06;6.00;4.50;0.00;4.50;Szczegóły
1689;;SZCZELINA W DIABLIM ZAMKU;K.Bsd-02.39;7.00;6.00;0.00;6.00;Szczegóły
1690;;SZCZELINA W DOLINIE PRZYBĘDZY;K.Bs-02.255;2.40;0.00;0.00;0.00;Szczegóły
1691;;SZCZELINA W GRABOWEJ;K.Bs-04.49;2.00;2.00;2.00;0.00;Szczegóły
1692;;SZCZELINA W GRABOWEJ 3;K.Bs-04.75 N;2.00;1.70;1.70;0.00;Szczegóły
1693;;SZCZELINA W GRABOWEJ II;K.Bs-04.74;3.00;2.00;2.00;0.00;Szczegóły
1694;;SZCZELINA W GRABOWEJ IV;K.Bs-04.76;3.50;3.00;3.00;0.00;Szczegóły
1695;;SZCZELINA W GRABOWEJ V;K.Bs-04.77;1.80;0.00;0.00;0.00;Szczegóły
1696;;SZCZELINA W GRABOWEJ VI;K.Bs-04.78;2.50;0.00;0.00;0.00;Szczegóły
1697;;SZCZELINA W GRABOWEJ VII;K.Bs-04.92;2.30;2.20;2.20;0.00;Szczegóły
1698;;SZCZELINA W HARKOWEJ SKALE;K.Pst-01.12;4.50;0.00;0.00;0.00;Szczegóły
1699;;SZCZELINA W KAMIENIOŁOMIE W BÓBRCE;K.Gst-01.05;4.00;3.00;3.00;0.00;Szczegóły
1700;;SZCZELINA W KLIMCZOKU;K.Bs-04.03;34.00;0.00;0.00;0.00;Szczegóły GPS
1701;;SZCZELINA W KOŚCIELCU;K.Bs-03.172;1.00;0.00;0.00;0.00;Szczegóły GPS
1702;;SZCZELINA W KUDŁONIU;K.G-01.01;10.00;5.50;0.00;0.00;Szczegóły GPS
1703;;SZCZELINA W LABIRYNCIE;K.Bsd-02.24;4.00;2.50;2.50;0.00;Szczegóły
1704;;SZCZELINA W LASKOWEJ SKALE;K.Bż-05.68;2.00;0.00;0.00;0.00;Szczegóły
1705;;SZCZELINA W LESZNEJ;K.Ps-01.06;1.80;0.00;0.00;0.00;Szczegóły GPS
1706;;SZCZELINA W MAŁEJ STRACONCE;K.Bm-01.27;1.70;0.00;0.00;0.00;Szczegóły GPS
1707;;SZCZELINA W MIECHARSKIEJ;K.Bs-03.89;3.60;1.40;1.40;0.00;Szczegóły
1708;;SZCZELINA W MIECHARSKIEJ II;K.Bs-03.90;7.50;3.70;3.70;0.00;Szczegóły
1709;;SZCZELINA W MIECHARSKIEJ III;K.Bs-03.91;2.00;0.80;0.80;0.00;Szczegóły
1710;;SZCZELINA W MIECHARSKIEJ IV;K.Bs-03.123;4.50;1.80;1.80;0.00;Szczegóły
1711;;SZCZELINA W OSTRYM WIERCHU;K.Bn-03.05;3.50;2.00;2.00;0.00;Szczegóły
1712;;SZCZELINA W PIOTRUSIU;K.Bn-10.14;2.00;0.00;0.00;0.00;Szczegóły
1713;;SZCZELINA W PRZYBĘDZY;K.Kż-01.05;1.60;0.00;0.00;0.00;Szczegóły
1714;;SZCZELINA W RYBOTYCZACH;K.Gst-03.01;2.00;0.00;0.00;0.00;Szczegóły
1715;;SZCZELINA W SAŁASZU;K.Bs-02.188;9.00;4.00;4.00;0.00;Szczegóły
1716;;SZCZELINA W SKALE;K.Bs-04.45;4.50;2.10;2.10;0.00;Szczegóły GPS
1717;;SZCZELINA W SKALE II;K.Bs-02.06;6.50;0.00;0.00;0.00;Szczegóły GPS
1718;;SZCZELINA W STOŁOWIE;K.Bs-04.33;5.00;3.10;3.10;0.00;Szczegóły GPS
1719;;SZCZELINA W SURMIAKÓW GRONIU;K.Bmk-02.14;10.20;2.90;2.90;0.00;Szczegóły
1720;;SZCZELINA W ŚCIANIE;K.Gst-01.03;5.00;5.00;0.00;0.00;Szczegóły
1721;;SZCZELINA W URWISKU;K.Bsd-02.08;20.00;0.00;0.00;0.00;Szczegóły
1722;;SZCZELINA W WAROWNI NA TRAKCIE;K.Bm-02.84;3.50;0.00;0.00;0.00;Szczegóły
1723;;SZCZELINA W WIEKIEM;K.Bsd-01.25;3.00;0.00;0.00;0.00;Szczegóły
1724;;SZCZELINA W ZIELONYM KOPCU;K.Bs-02. 81;5.00;0.00;0.00;0.00;Szczegóły
1725;;SZCZELINA W ŻURAWICY;K.Bmk-01.03;1.90;0.00;0.00;0.00;Szczegóły
1726;;SZCZELINA WILKOŁAKA;K.Pd-01.48;5.90;3.00;3.00;0.00;Szczegóły
1727;;SZCZELINA WOJTKA W ŚWINNEJ PORĘBIE;K.Bm-02.23;4.00;0.00;0.00;0.00;Szczegóły
1728;;SZCZELINA Z GRZYBAMI;K.Bs-04.105;4.00;0.50;0.50;0.00;Szczegóły
1729;;SZCZELINA Z JEZIORKIEM;K.Bw-01.19;2.00;0.00;0.00;0.00;Szczegóły
1730;;SZCZELINA Z MISKAMI;K.G-01.18;5.00;4.50;4.50;0.00;Szczegóły
1731;;SZCZELINA Z MOSTKIEM SKALNYM;K.G-01.15;6.00;2.50;2.50;0.00;Szczegóły
1732;;SZCZELINA Z OKIENKIEM;K.Pr-02.28;3.50;1.00;0.00;1.00;Szczegóły GPS
1733;;SZCZELINA ZA BRZYTWĄ;K.Gst-01.02;6.00;5.00;0.00;0.00;Szczegóły
1734;;SZCZELINA ZA DRĄGOWINĄ;K.Bsd-01.29;5.00;0.00;0.00;0.00;Szczegóły
1735;;SZCZELINA ZA PŁYTĄ;K.G-01.23;10.00;5.00;5.00;0.00;Szczegóły
1736;;SZCZELINA ZA PŁYTĄ;K.Gst-01.01;4.00;2.00;0.00;0.00;Szczegóły
1737;;SZCZELINA ZA UPŁAZKIEM /za Upłozke/;K.Bs-03.122;5.00;2.00;2.00;0.00;Szczegóły
1738;;SZCZELINA ŻEGLARZY;K.Pr-01.36 N;3.50;0.00;0.00;0.00;Szczegóły
1739;;SZCZELINKA;K.Bm-02.64;2.00;0.00;0.00;0.00;Szczegóły
1740;;SZKATUŁA;K.Bż-05.47;2.00;1.00;1.00;0.00;Szczegóły
1741;;SZKIELETOWE SCHRONISKO;K.Bż-05.46;3.50;1.00;0.00;0.00;Szczegóły
1742;;SZORSTKA STUDNIA;K.Pd-01.41;8.00;4.50;4.50;0.00;Szczegóły
1743;;SZPARA NA ZAKRĘCIE NA BARANIEJ GÓRZE;K.Bs-02.243;4.00;0.00;0.00;0.00;Szczegóły
1744;;SZPARA POD BARANIĄ;K.Bs-02.249;3.00;0.00;0.00;0.00;Szczegóły GPS
1745;;SZPARA POD GŁAZEM;K.Bs-04. 24;4.00;0.00;0.00;0.00;Szczegóły GPS
1746;;SZPARA POD GŁAZEM PZED ROZDROŻEM;K.Bż-03.08;3.20;0.00;0.00;0.00;Szczegóły GPS
1747;;SZPARA W GŁAZACH;K.G-01.07;3.00;0.00;0.00;0.00;Szczegóły
1748;;SZPARA W KAMIENIOŁOMIE;K.Bw-01.14 N;2.00;0.00;0.00;0.00;Szczegóły
1749;;SZPARA W KOBYLEJ;K.Bs-01.01;6.00;0.00;0.00;0.00;Szczegóły GPS
1750;;SZPARA W OSTAŃCU NAD ZŁATNĄ;K.Bs-02.143;2.00;0.00;0.00;0.00;Szczegóły GPS
1751;;SZPARA W TRAWIE NA MURONCE;K.Bs-02.107;2.00;0.00;0.00;0.00;Szczegóły GPS
1752;;SZTOLNIA JASNA;K.Pd-01.08 S;50.00;5.00;5.00;0.00;Szczegóły
1753;;SZTOLNIA NAD CZAJĄ I;K.Pd-01.30 S;20.00;7.00;0.00;7.00;Szczegóły
1754;;SZTOLNIA NAD CZAJĄ II;K.Pd-01.31 S;20.00;6.00;0.00;6.00;Szczegóły
1755;;SZTOLNIA NAD CZARNYM POTOKIEM I;K.Pd-01.28 S;6.00;1.50;1.50;0.00;Szczegóły
1756;;SZTOLNIA NAD CZARNYM POTOKIEM II;K.Pd-01.29 S;12.00;2.00;0.00;2.00;Szczegóły
1757;;SZTOLNIA NELSONA;K.Pd-01.17 S;25.00;5.00;5.00;0.00;Szczegóły
1758;;SZTOLNIA PUSTELNIA;K.Pd-01.09 S;20.00;7.00;0.00;1.50;Szczegóły
1759;;SZTOLNIA W RABEM;K.Bsz-01.01S;13.00;0.00;0.00;0.00;Szczegóły
1760;;SZTOLNIA W SUCHEJ GÓRZE I;K.Pd-01.19 S;17.00;2.50;0.00;2.50;Szczegóły
1761;;SZTOLNIA W SUCHEJ GÓRZE II;K.Pd-01.20 S;20.00;6.00;0.00;0.00;Szczegóły
1762;;SZTOLNIA WESOŁA;K.Pd-01.11 S;75.00;6.00;6.00;0.00;Szczegóły
1763;;SZTOLNIA ZAWALISKOWA;K.Pd-01.18 S;10.00;3.00;3.00;0.00;Szczegóły
1764;;ŚLIMAKOWA JAMA;K.Pd-01.42 S;9.00;0.00;0.00;0.00;Szczegóły
1765;;ŚMIETNIK I;K.Bm-02.22;4.50;3.00;3.00;0.00;Szczegóły GPS
1766;;ŚMIETNIK II;K.Bm-02.21;2.50;0.00;0.00;0.00;Szczegóły GPS
1767;;ŚMIETNIK III;K.Bm-02.17;6.00;2.50;2.00;0.50;Szczegóły GPS
1768;;ŚMIETNIK IV;K.Bm-02.26;3.00;2.00;2.00;0.00;Szczegóły GPS
1769;;ŚNIEŻNICKA KOLIBA;K.Bw-04.03;2.00;0.00;0.00;0.00;Szczegóły
1770;;ŚNIEŻNY SCHRON;K.Bż-05.19;4.00;0.50;0.00;0.50;Szczegóły
1771;;ŚWIŃSKIE OKNO;K.Pd-01.23;4.50;1.50;1.50;0.00;Szczegóły
1772;;TĘCZOWA JAMA;K.G-01.32;32.00;7.00;7.00;0.00;Szczegóły
1773;;TRÓJKĄTNA STUDNIA;K.Bw-02.07;6.00;3.00;3.00;0.00;Szczegóły GPS
1774;;TRÓJKĄTNY SCHRON;K.Bs-03.60;4.00;0.00;0.00;0.00;Szczegóły GPS
1775;;TUNEL NA MURONCE;K.Bs-02.126;2.00;0.00;0.00;0.00;Szczegóły GPS
1776;;TUNEL NA ROMANCE;K.Bż-02.11;3.00;0.00;0.00;0.00;Szczegóły
1777;;TUNEL POD SKAŁĄ;K.Bs-03.189;3.00;0.00;0.00;0.00;Szczegóły
1778;;TUNEL W ROWIE W OKRĄGLICY;K.Bż-05.58;2.50;0.50;0.00;0.00;Szczegóły
1779;;TUNEL Z PRZEWĘŻENIEM;K.Pw-01.08;2.10;0.00;0.00;0.00;Szczegóły
1780;;TUNELIK NA KOTARZU;K.Bs-04.56;2.30;0.00;0.00;0.00;Szczegóły GPS
1781;;TYMKOWY OKAP;K.Bm-01.14 S;4.00;0.00;0.00;0.00;Szczegóły
1782;;TYSKA SZCZELINA;K.Pr-01.32;3.00;0.00;0.00;0.00;Szczegóły
1783;;UCHO IGIELNE;K.Bż-05.32;7.50;0.00;0.00;0.00;Szczegóły
1784;;WALASOWA JAMA;K.Bż-05.41;2.00;1.00;1.00;0.00;Szczegóły
1785;;WDŻARSKA STUDNIA;K.Bsd-01.08;4.00;0.00;0.00;0.00;Szczegóły
1786;;WĘŻOWA JAMA;K.Pc-01.15;2.00;0.00;0.00;0.00;Szczegóły
1787;;WIEDŹMIA SZCZELINA;K.Bsd-02.15;4.00;0.00;0.00;0.00;Szczegóły
1788;;WIELKI OKAP NA KOBYLEJ;K.Bs-01.07;4.00;2.00;0.00;0.00;Szczegóły GPS
1789;;WIELKI OKAP NA MURONCE;K.Bs-02.101;5.00;5.00;0.00;0.00;Szczegóły GPS
1790;;WIETRZNA DZIURA;K.Bsd-01.05;43.00;12.00;12.00;0.00;Szczegóły
1791;;WIETRZNA DZIURA W GORCU;K.G-01.02;24.00;10.00;7.00;3.00;Szczegóły
1792;;WIETRZNA DZIURA W MAGURCE;K.Bm-01.01;28.00;6.00;6.00;0.00;Szczegóły GPS
1793;;WIETRZNA DZIURA W SKAŁCE;K.Bsd-01.44;4.00;0.00;0.00;0.00;Szczegóły
1794;;WIETRZNA DZIURA W SKAŁCE II;K.Bsd-01.45;2.00;0.00;0.00;0.00;Szczegóły
1795;;WIETRZNA DZIURA W SKAŁCE III;K.Bsd-01.46;2.00;0.00;0.00;0.00;Szczegóły
1796;;WIETRZNA GROTA W SKAŁCE;K.Bsd-01.50;7.00;2.00;2.00;0.00;Szczegóły
1797;;WIETRZNA STUDNIA;K.Bw-02.03 X;25.00;5.00;5.00;0.00;Szczegóły GPS
1798;;WIETRZNA STUDNIA;K.Bsd-01.51;15.00;7.00;7.00;0.00;Szczegóły
1799;;WIETRZNA STUDNIA W SKAŁCE;K.Bsd-01.49;5.00;3.00;3.00;0.00;Szczegóły
1800;;WIETRZNA STUDZIENKA W SKAŁCE;K.Bsd-01.48;3.00;1.00;1.00;0.00;Szczegóły
1801;;WIETRZNE SCHRONISKO W SKAŁCE;K.Bsd-01.47;2.00;0.00;0.00;0.00;Szczegóły
1802;;WILCZA STUDZIENKA;K.Bmk-02.05;2.50;0.00;0.00;0.00;Szczegóły
1803;;WILCZE SCHRONISKO;K.G-01.28;9.00;0.00;0.00;0.00;Szczegóły
1804;;WILGOTNA WNĘKA W SKAŁCE NAD ZŁATNĄ;K.Bs-02.144;1.40;0.00;0.00;0.00;Szczegóły GPS
1805;;WISZAR QUASIJASKINIOWY;K.Pc-02.08;4.00;6.50;0.00;6.50;Szczegóły GPS
1806;;WNĘKA POD POTRÓJNĄ 847;K.Bm-02.71;1.50;0.00;0.00;0.00;Szczegóły
1807;;WOJTKOWY SCHRON;K.Bsd-01.23;7.00;0.00;0.00;0.00;Szczegóły
1808;;WOLNIKOWA JAMA (SCHRONISKO L-27);K.Bn-09.53;7.00;2.00;2.00;0.00;Szczegóły
1809;;WŚCIEKŁA SZCZELINA;K.Bsd-01.14;11.00;4.00;4.00;0.00;Szczegóły
1810;;WYGODNY OKAP - WYTRZYSZCZONA 2;K.Bs-02.267;1.50;0.00;0.00;0.00;Szczegóły GPS
1811;;WYKOPANY PIERUN;K.Bs-04.189;7.00;0.00;0.00;0.00;Szczegóły
1812;;WYSOKA SZCZELINA W ŚWINI GRONIU;K.G-02.06;4.50;2.00;0.00;0.00;Szczegóły
1813;;WYŚNIA STUDZIENKA;K.Bw-02.34;2.00;2.00;2.00;0.00;Szczegóły GPS
1814;;WYŻNA KOLEBA;K.Bn-07.23;4.00;2.00;0.00;2.00;Szczegóły
1815;;ZACISKOWY SCHRON;K.Bs-02. 46 N;3.00;0.00;0.00;0.00;Szczegóły GPS
1816;;ZADNIA DZIURA;K.Bsd-02.05;8.00;2.00;2.00;0.00;Szczegóły
1817;;ZAGINIONY OKAP;K.Pd-01.43;10.00;1.50;1.50;0.00;Szczegóły
1818;;ZALEWOWY SCHRON;K.Bż-05.21;2.50;0.00;0.00;0.00;Szczegóły
1819;;ZAPADLISKO;K.Bs-03.83;5.00;3.00;3.00;0.00;Szczegóły GPS
1820;;ZAPADLISKO POD BUKIEM;K.Bs-02.195;1.80;1.80;1.80;0.00;Szczegóły GPS
1821;;ZAPADŁA DZIURA W URWISKU W WIŚLE CZARNE;K.Bs-02.178;6.50;3.80;3.80;0.00;Szczegóły GPS
1822;;ZAPADŁA STUDZIENKA;K.Bs-04.121;6.50;2.80;2.80;0.00;Szczegóły GPS
1823;;ZASYPANA SZCZELINA NAD HOLINĄ;K.G-01.39;2.50;1.50;1.50;0.00;Szczegóły
1824;;ZAŚMIECONY SCHRON W SURMIAKÓW GRONIU;K.Bmk-02.18;3.00;0.00;0.00;0.00;Szczegóły
1825;;ZAWARTA STUDNIA;K.Bsd-01.07;10.00;8.00;8.00;0.00;Szczegóły
1826;;ZBÓJECKA DZIURA;K.Bn-03.04;8.00;4.00;0.00;0.00;Szczegóły GPS
1827;;ZBÓJECKA DZIURA;K.Bsd-03.01;3.00;0.00;0.00;0.00;Szczegóły
1828;;ZBÓJECKA JASKINIA W KOPAŃCU;K.Bsd-04.02;9.00;3.00;3.00;0.00;Szczegóły
1829;;ZBÓJECKA NORA;K.Bn-03.02;3.00;0.00;0.00;0.00;Szczegóły
1830;;ZBÓJECKA SKRYTKA;K.Bw-02.21;5.00;3.00;3.00;0.00;Szczegóły GPS
1831;;ZBÓJECKA SPIŻARNIA;K.Bn-03.06;2.50;1.00;0.00;1.00;Szczegóły
1832;;ZBÓJECKA STUDNIA W KOPAŃCU;K.Bsd-04.04;6.00;3.00;3.00;0.00;Szczegóły
1833;;ZBÓJECKA SYPIALNIA;K.Bn-03.03;6.00;0.00;0.00;0.00;Szczegóły
1834;;ZBÓJECKIE SCHRONISKO W KOPAŃCU;K.Bsd-04.03;4.00;0.00;0.00;0.00;Szczegóły
1835;;ZBÓJNICKA GROTA W BABIEJ GÓRZE;K.Bż-04.01;7.00;2.00;2.00;0.00;Szczegóły
1836;;ZBÓJSKA DZIURA;K.Bmk-02.10;19.00;8.00;0.00;0.00;Szczegóły
1837;;ZIELONA STUDZIENKA;K.Bs-02.200;2.00;2.00;2.00;0.00;Szczegóły GPS
1838;;ZIELONA SZCZELINA;K.Pr-01.28;4.00;0.00;0.00;0.00;Szczegóły
1839;;ZIELONA SZCZELINA;K.Bs-02.196;3.30;2.00;2.00;0.00;Szczegóły GPS
1840;;ZIMNA DZIURA W SZCZEBLU;K.Bw-01.01;25.00;5.00;5.00;0.00;Szczegóły GPS
1841;;ZLEPIEŃCOWY SCHRON;K.Bs-02.248;1.50;0.00;0.00;0.00;Szczegóły GPS
1842;;ZŁOTA SZCZELINA;K.Bs-02.245;6.00;0.00;0.00;0.00;Szczegóły
1843;;ZŁOTOPIEŃSKA DZIURA;K.Bw-02.04;105.00;10.00;10.00;0.00;Szczegóły GPS
1844;;ŻABI OKAP;K.Bs-02.246;1.50;0.00;0.00;0.00;Szczegóły
1845;;ŻABI SCHRON;K.Bsz-02.09;5.00;0.00;0.00;0.00;Szczegóły
1846;;ŻABIA SZCZELINA;K.Bn-04.06;5.00;0.00;0.00;0.00;Szczegóły
1847;;ŻARSKI TUNEL;K.Bmk-03.05;6.00;1.70;0.00;1.70;Szczegóły
Sumaryczna długość wyświetlonych obiektów jaskiniowych:;;;;31995.99;;;;
